research_question,scenario_key,scenario_label,structure_key,structure_label,amm_enabled,metric_name,metric_label,n_used,mean,std,median,ci_level,ci_lo,ci_hi
RQ1,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,avg_flow_share_amm_total,Average AMM Flow Share,300,0.0,0.0,0.0,0.95,0.0,0.0
RQ1,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,price_recovery_steps,Price Recovery Steps,208,150.79807692307693,130.3103600945632,106.0,0.95,133.38209134615386,169.35661057692306
RQ1,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,spread_recovery_steps,Spread Recovery Steps,22,274.40909090909093,154.5437706809209,300.5,0.95,213.40454545454546,336.2454545454545
RQ1,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,depth_recovery_steps,Depth Recovery Steps,300,11.486666666666666,7.221054932395807,10.0,0.95,10.64325,12.313416666666665
RQ1,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,liquidity_composite_recovery_steps,Liquidity Composite Recovery Steps,22,274.40909090909093,154.5437706809209,300.5,0.95,209.54431818181817,340.4636363636363
RQ1,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,liquidity_composite_recovered,Liquidity Composite Recovered,300,0.07333333333333333,0.26111842459139595,0.0,0.95,0.043333333333333335,0.10333333333333333
RQ2,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,post_shock_avg_clob_spread_bps,Post-shock CLOB Spread,300,4.066169013894197,0.6259144870312023,4.1448597464510275,0.95,3.996908856137421,4.134101336143569
RQ2,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,post_shock_avg_clob_depth,Post-shock CLOB Depth,300,571.51356808864,82.30546965934285,566.1776189745208,0.95,562.618759743528,580.879573052774
RQ2,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,post_shock_avg_systemic_liquidity,Post-shock Systemic Liquidity,300,0.9563725680336298,0.0006980187809354282,0.9564355368942032,0.95,0.9562908888355189,0.9564484950003073
RQ2,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,post_shock_avg_realized_volatility,Post-shock Realized Volatility,300,0.001065650271854416,7.170042191114824e-05,0.0010633898553073682,0.95,0.0010572276195713862,0.0010738302370453634
RQ2,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,post_shock_mm_share_withdrawn,Post-shock MM Withdrawn Share,300,0.005548484848484849,0.0066130167104448195,0.004545454545454545,0.95,0.004781818181818182,0.006342424242424242
RQ2,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,post_shock_mm_withdrawal_score,Post-shock MM Withdrawal Score,300,0.61529544707023,0.08893677543831505,0.5917104926489434,0.95,0.6056566160414533,0.6250207427653465
RQ2,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,avg_mm_share_withdrawn,Average MM Withdrawn Share,300,0.003390740740740741,0.004041287989716279,0.002777777777777778,0.95,0.0029276851851851855,0.0038370833333333334
RQ2,mm_withdrawal,MM Withdrawal,without_amm,Without AMM,0,avg_mm_withdrawal_score,Average MM Withdrawal Score,300,0.558992498032011,0.06713772777983183,0.5447543968490238,0.95,0.5514429980675701,0.5666141849342425
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,n_trades,Total Trades,300,9120.503333333334,164.285938394219,9117.0,0.95,9101.637166666666,9139.2525
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,avg_clob_spread_bps,Average CLOB Spread,300,3.3267213735001055,0.48590924642062544,3.3129620520961813,0.95,3.2721090693933235,3.3783861142586846
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,avg_clob_depth,Average CLOB Depth,300,630.9846625879285,80.78387552327148,635.2694968876074,0.95,621.9088318403848,639.9330855972049
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,avg_systemic_liquidity,Average Systemic Liquidity,300,0.9581211167402015,0.0005828052291903195,0.95820097442638,0.95,0.9580560940411732,0.9581854048130471
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,avg_realized_volatility,Average Realized Volatility,300,0.0010890354710704926,0.00012455517881394107,0.0010752718893160822,0.95,0.001075451445650569,0.0011027795296934923
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,tail_realized_volatility,Tail Realized Volatility,300,0.0009434201541773809,0.00014004656606784584,0.000948753099715813,0.95,0.0009266236111987082,0.0009591428622361187
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,avg_cost_clob_q5,Average CLOB Cost Q=5,300,1.85426762770089,0.2745740977861919,1.8402900021359292,0.95,1.8247599190760129,1.885595219802034
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,avg_flow_share_amm_total,Average AMM Flow Share,300,0.20176136174464782,0.016683547123086225,0.20424425178039785,0.95,0.19971908833929797,0.20350349232739298
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,price_recovery_steps,Price Recovery Steps,243,121.54320987654322,111.81149825362432,76.0,0.95,107.93683127572018,135.49506172839506
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,spread_recovery_steps,Spread Recovery Steps,6,266.6666666666667,132.4200387655383,247.0,0.95,170.33333333333334,357.0
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,depth_recovery_steps,Depth Recovery Steps,300,16.34,7.348769605567933,15.0,0.95,15.529916666666667,17.180083333333332
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,liquidity_composite_recovery_steps,Liquidity Composite Recovery Steps,6,266.6666666666667,132.4200387655383,247.0,0.95,170.33333333333334,356.6666666666667
RQ1,flash_crash,Flash Crash,with_amm,With AMM,1,liquidity_composite_recovered,Liquidity Composite Recovered,300,0.02,0.1402339182917773,0.0,0.95,0.006666666666666667,0.03666666666666667
RQ2,flash_crash,Flash Crash,with_amm,With AMM,1,post_shock_avg_clob_spread_bps,Post-shock CLOB Spread,300,3.5099757678371755,0.5552765380156657,3.529665204457169,0.95,3.4501888465907915,3.5712425420710425
RQ2,flash_crash,Flash Crash,with_amm,With AMM,1,post_shock_avg_clob_depth,Post-shock CLOB Depth,300,587.971849574885,90.12535059323595,592.6381297737124,0.95,577.708185259605,598.1331811019514
RQ2,flash_crash,Flash Crash,with_amm,With AMM,1,post_shock_avg_systemic_liquidity,Post-shock Systemic Liquidity,300,0.9524372179174189,0.0009358092206920066,0.9525418858497801,0.95,0.952337246214955,0.9525399668709384
RQ2,flash_crash,Flash Crash,with_amm,With AMM,1,post_shock_avg_realized_volatility,Post-shock Realized Volatility,300,0.001085375347873971,0.00017374167906433207,0.0010592175349625897,0.95,0.0010665382237020028,0.0011056335651266017
RQ2,flash_crash,Flash Crash,with_amm,With AMM,1,post_shock_mm_share_withdrawn,Post-shock MM Withdrawn Share,300,0.010566666666666667,0.006839570519151349,0.00909090909090909,0.95,0.009827272727272728,0.011336515151515151
RQ2,flash_crash,Flash Crash,with_amm,With AMM,1,post_shock_mm_withdrawal_score,Post-shock MM Withdrawal Score,300,0.6361430512623638,0.06407246825913782,0.629604535967445,0.95,0.6292305023255303,0.6431454841947596
RQ2,flash_crash,Flash Crash,with_amm,With AMM,1,avg_mm_share_withdrawn,Average MM Withdrawn Share,300,0.006457407407407407,0.00417973753948138,0.005555555555555556,0.95,0.005992546296296295,0.006914907407407406
RQ2,flash_crash,Flash Crash,with_amm,With AMM,1,avg_mm_withdrawal_score,Average MM Withdrawal Score,300,0.5859937461792745,0.05092644621144776,0.5813295597708547,0.95,0.5802068526254354,0.591764491885489
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,n_trades,Total Trades,300,9036.09,147.4779340674031,9031.0,0.95,9019.40625,9052.8805
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,avg_clob_spread_bps,Average CLOB Spread,300,3.831327215422425,0.5548834525347645,3.8239138850696213,0.95,3.7707922803297245,3.8918732596768453
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,avg_clob_depth,Average CLOB Depth,300,617.8834136169708,76.53012154961516,612.7542265127493,0.95,609.399617703244,626.1711228039244
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,avg_systemic_liquidity,Average Systemic Liquidity,300,0.9583364674448773,0.00047187359493184775,0.958343722465629,0.95,0.9582834353290438,0.9583903074856182
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,avg_realized_volatility,Average Realized Volatility,300,0.0011444294462563424,8.923028181562861e-05,0.0011317386679193342,0.95,0.0011346325372205985,0.001153692431775865
