panel_label,metric_name,metric_label,target_mode,endpoint_name,endpoint_label,sample_filter,n_pairs,mean_with_amm,mean_without_amm,mean_delta_with_minus_without,median_delta_with_minus_without,share_positive_delta,permutation_stat,permutation_p_value,ci_level,delta_ci_lo,delta_ci_hi
Dealer Liquidity Crisis,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,82.17666666666666,45.263333333333335,36.913333333333334,7.5,0.5833333333333334,36.913333333333334,9.999000099990002e-05,0.95,21.57508333333334,53.72091666666666
Dealer Liquidity Crisis,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_both_recovered,Recovery Steps,both_recovered,285,56.70175438596491,43.58245614035088,13.119298245614035,6.0,0.5649122807017544,13.119298245614035,0.0018998100189981002,0.95,5.048771929824563,21.534736842105257
Dealer Liquidity Crisis,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,half_life_steps,Half-life,all,300,78.62666666666667,24.326666666666668,54.3,3.5,0.5766666666666667,54.3,9.999000099990002e-05,0.95,34.67400000000001,74.69083333333332
Funding Liquidity Shock,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.98,0.9933333333333333,-0.013333333333333334,0.0,0.006666666666666667,-0.013333333333333334,0.28587141285871415,0.95,-0.03333333333333333,0.0033333333333333335
Funding Liquidity Shock,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,61.64333333333333,44.81333333333333,16.83,2.5,0.52,16.83,0.0046995300469953,0.95,5.261833333333336,29.38758333333331
Funding Liquidity Shock,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_both_recovered,Recovery Steps,both_recovered,292,50.695205479452056,41.17465753424658,9.520547945205479,1.5,0.5136986301369864,9.520547945205479,0.0017998200179982,0.95,3.3970890410958905,16.22311643835616
Funding Liquidity Shock,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,half_life_steps,Half-life,all,300,76.16,30.61,45.55,1.0,0.56,45.55,0.00029997000299970003,0.95,24.82925,66.22566666666665
High-Vol Stress,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.9933333333333333,0.99,0.0033333333333333335,0.0,0.01,0.0033333333333333335,1.0,0.95,-0.01,0.016666666666666666
High-Vol Stress,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,195.35,211.63,-16.28,-3.0,0.39666666666666667,-16.28,0.0005999400059994001,0.95,-25.32075,-7.006083333333336
High-Vol Stress,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_both_recovered,Recovery Steps,both_recovered,295,191.8135593220339,207.76271186440678,-15.94915254237288,-3.0,0.39661016949152544,-15.94915254237288,0.00019998000199980003,0.95,-23.684745762711863,-8.02245762711865
