panel_label,series_key,amm_enabled,preset,seed,metric_name,metric_label,metric_note,analysis_target_mode,recovered,is_censored,recovery_steps,time_observed_steps,half_life_steps,legacy_recovery_steps,initial_dislocation_pct,reference_dislocation_pct,reference_dislocation_step,target_abs_deviation_pct,avg_change_pct,normalized_avg_impact,normalized_auc_abs,trough_change_pct,peak_abs_change_pct
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,46,spread_resilience,Quoted Spread Resilience,,pre_shock_baseline,False,True,nan,600.0,284.0,nan,231.1070611500907,231.1070611500907,1.0,46.221412230018124,48.84218025355548,0.21134006036204714,0.4219276880646992,-67.11055991597541,630.6120263419904
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,46,depth_resilience,Depth Resilience,,pre_shock_baseline,True,False,194.0,194.0,17.0,3.0,-63.55373590942376,-63.55373590942376,0.0,12.710747181884749,-32.80973339313219,-0.5162518445790872,0.20916641001090633,-63.55373590942376,63.55373590942376
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,46,execution_cost_resilience,Execution Cost Resilience,clob_cost_q=10,pre_shock_baseline,False,True,nan,600.0,11.0,nan,178.08698871074967,178.08698871074967,1.0,35.617397742149926,68.62624338542687,0.3853523712329719,0.517059410733619,-74.42327397958096,574.4548973462106
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,46,composite_resilience,Composite Resilience,price+spread+depth+cost,joint_price_spread_depth_cost,False,True,nan,194.0,510.0,3.0,231.1070611500907,231.1070611500907,1.0,46.221412230018124,21.35602156254954,0.3107173573801639,0.4371459040840238,-74.42327397958096,630.6120263419904
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,47,spread_resilience,Quoted Spread Resilience,,pre_shock_baseline,True,False,31.0,31.0,1.0,nan,599.3675016354591,599.3675016354591,0.0,119.8735003270918,108.66365262231118,0.18129720467961144,0.14864713463818088,-67.34451397739653,599.3675016354591
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,47,depth_resilience,Depth Resilience,,pre_shock_baseline,True,False,141.0,141.0,9.0,3.0,-61.263569462984705,-61.263569462984705,1.0,12.252713892596939,-31.337502039310486,-0.5115193632040086,0.20816544455314598,-61.263569462984705,61.263569462984705
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,47,execution_cost_resilience,Execution Cost Resilience,clob_cost_q=10,pre_shock_baseline,True,False,31.0,31.0,112.0,31.0,289.15842278140013,289.15842278140013,0.0,57.83168455628002,50.04728370467949,0.1730791142906273,0.20170300053727405,-81.82907068749867,356.44783714909767
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,47,composite_resilience,Composite Resilience,price+spread+depth+cost,joint_price_spread_depth_cost,False,True,nan,31.0,325.0,31.0,599.3675016354591,599.3675016354591,9.0,119.8735003270918,31.752233919150957,-0.2726992225969019,0.46109257014581345,-81.82907068749867,599.3675016354591
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,48,spread_resilience,Quoted Spread Resilience,,pre_shock_baseline,True,False,41.0,41.0,245.0,nan,660.1064361492904,660.1064361492904,6.0,132.02128722985805,195.8148668763751,0.2966413538075084,0.1607093497974268,-67.2638612750293,992.1132116938534
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,48,depth_resilience,Depth Resilience,,pre_shock_baseline,True,False,426.0,426.0,8.0,7.0,-74.12419910240833,-74.12419910240833,0.0,14.824839820481662,-25.986702492449552,-0.35058324821219194,0.17501550578669117,-74.12419910240833,74.12419910240833
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,48,execution_cost_resilience,Execution Cost Resilience,clob_cost_q=10,pre_shock_baseline,True,False,27.0,27.0,245.0,nan,725.441464529663,725.441464529663,6.0,145.08829290593258,179.17838915096152,0.24699220807171685,0.11942972014976751,-77.28751472005983,867.8268127503496
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,48,composite_resilience,Composite Resilience,price+spread+depth+cost,joint_price_spread_depth_cost,True,False,474.0,474.0,370.0,7.0,725.441464529663,725.441464529663,9.0,145.08829290593258,87.29928748635638,0.1381800312469471,0.30207087663787335,-77.28751472005983,992.1132116938534
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,49,spread_resilience,Quoted Spread Resilience,,pre_shock_baseline,True,False,63.0,63.0,9.0,nan,412.96612532585027,412.96612532585027,3.0,82.59322506517003,72.98267343278938,0.17672799040164014,0.13721912287020652,-85.98584816578524,412.96612532585027
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,49,depth_resilience,Depth Resilience,,pre_shock_baseline,False,True,nan,600.0,13.0,10.0,-57.642384130818186,-57.642384130818186,6.0,11.528476826163635,-27.9434138351666,-0.4847719999184906,0.3538306331595186,-57.642384130818186,57.642384130818186
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,49,execution_cost_resilience,Execution Cost Resilience,clob_cost_q=10,pre_shock_baseline,True,False,59.0,59.0,9.0,nan,346.5388554770064,346.5388554770064,4.0,69.30777109540126,62.96698549637104,0.18170252628582664,0.14595243605519395,-89.76845188009284,346.5388554770064
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,49,composite_resilience,Composite Resilience,price+spread+depth+cost,joint_price_spread_depth_cost,False,True,nan,59.0,363.0,10.0,412.96612532585027,412.96612532585027,9.0,82.59322506517003,26.91075749187595,-0.2170815540138614,0.3915342630339549,-89.76845188009284,412.96612532585027
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,50,spread_resilience,Quoted Spread Resilience,,pre_shock_baseline,True,False,66.0,66.0,30.0,nan,472.1845762447192,472.1845762447192,4.0,94.43691524894382,93.16990423452935,0.19731670393706838,0.1843539118162525,-67.1268903552687,840.8782584788866
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,50,depth_resilience,Depth Resilience,,pre_shock_baseline,True,False,72.0,72.0,6.0,4.0,-60.98980727111057,-60.98980727111057,3.0,12.197961454222112,-27.02230152315384,-0.4430625826219599,0.17615322156508526,-60.98980727111057,60.98980727111057
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,50,execution_cost_resilience,Execution Cost Resilience,clob_cost_q=10,pre_shock_baseline,True,False,367.0,367.0,30.0,445.0,360.01184009119316,360.01184009119316,4.0,72.00236801823861,82.11737878566751,0.22809632806761768,0.2241766267785913,-73.57143081990218,656.4257355999521
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,50,composite_resilience,Composite Resilience,price+spread+depth+cost,joint_price_spread_depth_cost,True,False,367.0,367.0,259.0,445.0,472.1845762447192,472.1845762447192,6.0,94.43691524894382,36.89546590158422,-0.18050916184786694,0.2618913701475093,-73.57143081990218,840.8782584788866
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,51,spread_resilience,Quoted Spread Resilience,,pre_shock_baseline,True,False,62.0,62.0,600.0,nan,405.8586800235534,405.8586800235534,2.0,81.17173600471067,23.83179144628924,0.058719432697376825,0.16703277871384767,-75.00682390731197,482.13103047275354
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,51,depth_resilience,Depth Resilience,,pre_shock_baseline,True,False,43.0,43.0,13.0,7.0,-66.01418745797012,-66.01418745797012,0.0,13.202837491594021,-38.09556577322756,-0.577081491724521,0.16824910283865344,-66.01418745797012,66.01418745797012
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,51,execution_cost_resilience,Execution Cost Resilience,clob_cost_q=10,pre_shock_baseline,True,False,76.0,76.0,32.0,nan,382.03877309842534,382.03877309842534,2.0,76.40775461968505,28.932190062887695,0.0757310307229833,0.19368131693396093,-76.18252564629725,486.8982644059685
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,51,composite_resilience,Composite Resilience,price+spread+depth+cost,joint_price_spread_depth_cost,True,False,186.0,186.0,600.0,7.0,405.8586800235534,405.8586800235534,9.0,81.17173600471067,3.2059906859385032,-0.34661013802842217,0.26454450332532015,-76.18252564629725,486.8982644059685
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,52,spread_resilience,Quoted Spread Resilience,,pre_shock_baseline,True,False,88.0,88.0,284.0,nan,649.0392607623934,649.0392607623934,4.0,129.80785215247866,151.50234591248898,0.23342554922567685,0.17343644152308568,-66.76967923644557,852.4064100435644
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,52,depth_resilience,Depth Resilience,,pre_shock_baseline,True,False,55.0,55.0,10.0,7.0,-75.42530937627903,-75.42530937627903,4.0,15.085061875255803,-38.31009715712156,-0.5079209813512536,0.1806977608908547,-75.42530937627903,75.42530937627903
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,52,execution_cost_resilience,Execution Cost Resilience,clob_cost_q=10,pre_shock_baseline,True,False,284.0,284.0,284.0,nan,375.49186306312174,375.49186306312174,9.0,75.09837261262433,124.96438636828165,0.33280184915025607,0.2046426791151461,-80.78410467903433,592.3616952806914
MM Withdrawal (Isolated),with_amm,1,mm_withdrawal,52,composite_resilience,Composite Resilience,price+spread+depth+cost,joint_price_spread_depth_cost,True,False,284.0,284.0,284.0,7.0,649.0392607623934,649.0392607623934,9.0,129.80785215247866,59.11313393619177,-0.18692163311163285,0.2046036406721268,-80.78410467903433,852.4064100435644
