panel_label,series_key,series_label,amm_enabled,metric_name,metric_label,target_mode,endpoint_name,endpoint_label,sample_filter,n_used,mean,std,median,ci_level,ci_lo,ci_hi
Dealer Liquidity Crisis,with_amm,With AMM,1,depth_resilience,Depth Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,297,76.4040404040404,43.4905828246851,67.0,0.95,71.96557239057239,81.4986531986532
Dealer Liquidity Crisis,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.9933333333333333,0.0815130058495636,1.0,0.95,0.9833333333333333,1.0
Dealer Liquidity Crisis,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,76.32666666666667,52.17798157678178,65.0,0.95,70.87316666666666,82.85008333333333
Dealer Liquidity Crisis,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.18358393523108144,0.026772906618913527,0.18038427489039757,0.95,0.18063659769438614,0.18676070993586552
Dealer Liquidity Crisis,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,-0.785839196334876,0.051673877328848025,-0.7858580219337845,0.95,-0.7917477245914911,-0.7799044509125492
Dealer Liquidity Crisis,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,298,72.81208053691275,29.694940363618837,65.0,0.95,69.71468120805369,76.29203020134229
Funding Liquidity Shock,with_amm,With AMM,1,depth_resilience,Depth Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.99,0.09966499068325335,1.0,0.95,0.9766666666666667,1.0
Funding Liquidity Shock,with_amm,With AMM,1,depth_resilience,Depth Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,74.95666666666666,66.63278383669946,58.0,0.95,67.84866666666666,82.73675
Funding Liquidity Shock,with_amm,With AMM,1,depth_resilience,Depth Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.1832023598377482,0.02464449624476071,0.17957741423132081,0.95,0.18027935431569034,0.18603230835485307
Funding Liquidity Shock,with_amm,With AMM,1,depth_resilience,Depth Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,-0.7952697106868505,0.054909486406761,-0.7975719765821019,0.95,-0.801491992395136,-0.7891613376653568
Funding Liquidity Shock,with_amm,With AMM,1,depth_resilience,Depth Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,297,69.65319865319866,40.776801808719206,58.0,0.95,65.23846801346802,74.51220538720538
Funding Liquidity Shock,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,1.0,0.0,1.0,0.95,1.0,1.0
Funding Liquidity Shock,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,76.97666666666667,60.70419634370156,60.0,0.95,70.54975,84.04708333333333
Funding Liquidity Shock,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.18306570443617437,0.028987332638850078,0.17910880873287327,0.95,0.17988384445766203,0.18654061804138594
Funding Liquidity Shock,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,-0.7824587615933224,0.05769358134152295,-0.7818381890648503,0.95,-0.7890621898135484,-0.7760223818139291
Funding Liquidity Shock,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,300,76.97666666666667,60.70419634370156,60.0,0.95,70.75225,84.67008333333334
High-Vol Stress,with_amm,With AMM,1,depth_resilience,Depth Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.9666666666666667,0.17980541941701306,1.0,0.95,0.9433333333333334,0.9866666666666667
High-Vol Stress,with_amm,With AMM,1,depth_resilience,Depth Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,263.5466666666667,80.92191096650188,237.5,0.95,254.76266666666666,273.15391666666665
High-Vol Stress,with_amm,With AMM,1,depth_resilience,Depth Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.4176939059298552,0.03861967890884654,0.4145147765366886,0.95,0.413301404585343,0.4220960169453632
High-Vol Stress,with_amm,With AMM,1,depth_resilience,Depth Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,-0.8689024856195044,0.04440339175619132,-0.8691498150470494,0.95,-0.873857514433363,-0.8637847518883011
High-Vol Stress,with_amm,With AMM,1,depth_resilience,Depth Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,290,251.94482758620688,52.18131542071275,236.0,0.95,246.39224137931035,257.8364655172414
High-Vol Stress,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.9533333333333334,0.21127631471468894,1.0,0.95,0.9266666666666666,0.9766666666666667
High-Vol Stress,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,278.16333333333336,95.24172725714978,242.0,0.95,268.0131666666667,288.90049999999997
High-Vol Stress,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.4230318091212396,0.05919340887750463,0.41074755699452314,0.95,0.41672515854230024,0.4298837032188948
High-Vol Stress,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,-0.8566597014505309,0.040642386278950705,-0.8570553263333909,0.95,-0.8610291598227833,-0.8520786932423665
High-Vol Stress,without_amm,Without AMM,0,depth_resilience,Depth Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,286,262.40909090909093,64.64849997211333,240.0,0.95,255.10463286713286,269.9715909090909
MM Withdrawal (Isolated),with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.7933333333333333,0.4055908059796305,1.0,0.95,0.7466666666666667,0.84
MM Withdrawal (Isolated),with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,189.42666666666668,227.76759694099704,62.0,0.95,163.43091666666666,216.36833333333334
MM Withdrawal (Isolated),with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.2020612656158989,0.1078644148341254,0.17908007242151025,0.95,0.19017878815964667,0.21424951628814254
MM Withdrawal (Isolated),with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,0.2374110844812281,0.12194736310033989,0.23090123630209486,0.95,0.22338720672803206,0.25125632647377383
MM Withdrawal (Isolated),with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,238,82.47058823529412,99.31306877339148,43.5,0.95,69.97699579831932,95.31376050420167
MM Withdrawal (Isolated),without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.8866666666666667,0.3175294822993921,1.0,0.95,0.85,0.92
MM Withdrawal (Isolated),without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,131.66666666666666,192.5668425553267,38.0,0.95,109.81158333333333,152.15441666666666
MM Withdrawal (Isolated),without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.16059714364683847,0.08014245455654859,0.14382184556189387,0.95,0.15200109486559804,0.16979101636039068
MM Withdrawal (Isolated),without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,0.26489330935675287,0.11540350101477924,0.2503674234229275,0.95,0.25226779267844734,0.2774451872045822
MM Withdrawal (Isolated),without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,266,71.80451127819549,100.50592462751611,34.0,0.95,60.206390977443604,84.10817669172931
Flash Crash,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.8766666666666667,0.3293688434044333,1.0,0.95,0.84,0.9133333333333333
Flash Crash,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,136.74333333333334,195.6935974147322,45.5,0.95,115.26733333333334,159.83908333333332
Flash Crash,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.16181395041176946,0.11442322626452758,0.136536215467622,0.95,0.14922424787516234,0.1749379925852987
Flash Crash,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,0.23770089164394875,0.15667051985051014,0.21955218732457615,0.95,0.22146738065584112,0.2569633997366011
Flash Crash,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,263,71.5703422053232,95.56885629027137,39.0,0.95,60.52728136882129,83.79961977186312
Flash Crash,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.95,0.21830909938949908,1.0,0.95,0.9233333333333333,0.9733333333333334
Flash Crash,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,78.30333333333333,138.79752820207418,35.0,0.95,62.575500000000005,94.13716666666667
Flash Crash,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.12286099699738921,0.07232137145990179,0.10890134559863578,0.95,0.11457786975067519,0.13121497121817338
Flash Crash,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,0.2757851157228619,0.12153946384143742,0.2604834368221991,0.95,0.26293369768146263,0.2892826487054053
Flash Crash,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,285,50.84561403508772,71.76794585940631,34.0,0.95,42.91122807017544,59.10991228070175
Dealer Liquidity Crisis,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.9533333333333334,0.21127631471468894,1.0,0.95,0.9266666666666666,0.9766666666666667
Dealer Liquidity Crisis,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,82.17666666666666,129.34679780560515,46.0,0.95,68.07283333333334,97.39208333333332
Dealer Liquidity Crisis,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.1297734259382078,0.08829034625186814,0.11300604071785215,0.95,0.12055498587633066,0.14036902030373657
Dealer Liquidity Crisis,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,0.25170513958213636,0.13365200378678213,0.22383224243030864,0.95,0.2371329193040775,0.2667678184321593
Dealer Liquidity Crisis,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,286,56.82867132867133,61.12146678039012,44.0,0.95,50.28181818181818,64.27797202797201
Dealer Liquidity Crisis,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.9966666666666667,0.05773502691896256,1.0,0.95,0.99,1.0
Dealer Liquidity Crisis,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,45.263333333333335,50.03330652102636,39.0,0.95,40.23316666666667,51.49725
Dealer Liquidity Crisis,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.08897737915742039,0.03461558828060186,0.08141817170349679,0.95,0.08517342105085068,0.09317861225669151
Dealer Liquidity Crisis,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,0.32353200246388897,0.09973175135736345,0.31118306133290846,0.95,0.31236352280863366,0.335732534689052
Dealer Liquidity Crisis,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,299,43.408026755852845,38.413776049596365,39.0,0.95,39.65861204013378,48.34590301003344
Funding Liquidity Shock,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.98,0.14023391829177734,1.0,0.95,0.9633333333333334,0.9933333333333333
Funding Liquidity Shock,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,61.64333333333333,92.40384746124496,41.0,0.95,51.94616666666666,72.90083333333334
Funding Liquidity Shock,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.11979900270524071,0.0719281351770555,0.10515824120403708,0.95,0.11220009082702997,0.1280443705858949
Funding Liquidity Shock,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,0.2938859302770115,0.13580778260142434,0.2576591033596028,0.95,0.27838985429465546,0.3094187100509289
Funding Liquidity Shock,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,294,50.656462585034014,51.547595645146465,40.0,0.95,45.23809523809524,57.01700680272109
Funding Liquidity Shock,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.9933333333333333,0.08151300584956361,1.0,0.95,0.9833333333333333,1.0
Funding Liquidity Shock,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,44.81333333333333,50.85698837371027,37.0,0.95,39.843,51.18683333333333
Funding Liquidity Shock,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.08943350462696116,0.040004820006023754,0.0807908597169763,0.95,0.0851246787680013,0.09420395067411376
Funding Liquidity Shock,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,0.3416298472530542,0.10322080147293722,0.32765565143460823,0.95,0.32959682268518664,0.3532073703249657
Funding Liquidity Shock,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,298,41.08724832214765,22.67778482103812,37.0,0.95,38.560067114093954,43.91644295302013
High-Vol Stress,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.9933333333333333,0.08151300584956361,1.0,0.95,0.9833333333333333,1.0
High-Vol Stress,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,195.35,72.47715013002305,204.0,0.95,187.49883333333332,203.43458333333334
High-Vol Stress,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.21056385539547387,0.09893649821873564,0.19333407324947868,0.95,0.2000612766478287,0.2219162561147123
High-Vol Stress,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,0.34581746726617335,0.12585377750000032,0.32312831815581367,0.95,0.33178095393687324,0.360777964657235
High-Vol Stress,with_amm,With AMM,1,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,298,192.63422818791946,64.63956348801266,204.0,0.95,185.26803691275168,200.05041946308725
High-Vol Stress,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovered_indicator,Recovered Indicator,all,300,0.99,0.09966499068325335,1.0,0.95,0.9766666666666667,1.0
High-Vol Stress,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,time_observed_steps,Observed Time,all,300,211.63,46.95019527244164,206.0,0.95,206.91325,217.67341666666667
High-Vol Stress,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_auc_abs,Normalized AUC,all,300,0.21100566792281508,0.0946159013127418,0.1911413575194144,0.95,0.20074441916448243,0.22203839851587995
High-Vol Stress,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,normalized_avg_impact,Normalized Average Impact,all,300,0.4228255620049714,0.14797128425307499,0.4047534884245958,0.95,0.4061703560304231,0.44003086141027564
High-Vol Stress,without_amm,Without AMM,0,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,recovery_steps_recovered_only,Recovery Steps,recovered_only,297,207.7070707070707,26.125186870630976,206.0,0.95,204.81464646464647,210.88257575757575
MM Withdrawal (Isolated),with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.52,0.5004345937369794,1.0,0.95,0.4633333333333333,0.5766666666666667
MM Withdrawal (Isolated),with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,129.34666666666666,128.7986417732384,78.5,0.95,115.35133333333334,144.54824999999997
MM Withdrawal (Isolated),with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_auc_abs,Normalized AUC,all,300,0.3604750638781988,0.16275799921771858,0.32305987684837745,0.95,0.342592058089516,0.37925054798820684
MM Withdrawal (Isolated),with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_avg_impact,Normalized Average Impact,all,300,-0.019547838171599233,0.18769446255575403,-0.029529673242664374,0.95,-0.040653351525201616,0.0009026298516408488
MM Withdrawal (Isolated),with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_recovered_only,Recovery Steps,recovered_only,156,193.75641025641025,131.63019419251663,154.0,0.95,173.1602564102564,214.6227564102564
MM Withdrawal (Isolated),without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.6533333333333333,0.4767036572248992,1.0,0.95,0.6,0.7066666666666667
MM Withdrawal (Isolated),without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,144.57666666666665,137.73749008945492,96.0,0.95,129.68533333333335,159.93025
MM Withdrawal (Isolated),without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_auc_abs,Normalized AUC,all,300,0.3148796746770717,0.15259104282517916,0.27685100030197135,0.95,0.2984266536756859,0.333085107015357
MM Withdrawal (Isolated),without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_avg_impact,Normalized Average Impact,all,300,-0.006593911515438831,0.18090381004252112,-0.018784327359972777,0.95,-0.028079698375076033,0.014148428638426936
MM Withdrawal (Isolated),without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_recovered_only,Recovery Steps,recovered_only,196,189.64285714285714,137.88235416377103,136.5,0.95,170.53826530612244,209.61326530612246
Flash Crash,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.6333333333333333,0.4826995806635824,1.0,0.95,0.58,0.6866666666666666
Flash Crash,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,123.31333333333333,126.52891782398171,71.5,0.95,109.61941666666667,138.65916666666666
Flash Crash,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_auc_abs,Normalized AUC,all,300,0.29183687226056093,0.14364828986056583,0.25701424653035615,0.95,0.2756633009757448,0.3080934544733606
Flash Crash,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_avg_impact,Normalized Average Impact,all,300,-0.07234629281814703,0.18799096416200425,-0.09643840273265583,0.95,-0.09433322477554071,-0.05113174243794558
Flash Crash,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_recovered_only,Recovery Steps,recovered_only,190,164.69473684210527,131.7677991096668,110.5,0.95,146.79381578947368,183.98947368421054
Flash Crash,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.81,0.3929563789010983,1.0,0.95,0.7666666666666667,0.8533333333333334
Flash Crash,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,135.94,130.03646157056352,85.0,0.95,121.81025000000001,151.56449999999998
Flash Crash,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_auc_abs,Normalized AUC,all,300,0.23609677968529505,0.09813363845625955,0.21696346100516078,0.95,0.2251388235310774,0.24818977657174834
Flash Crash,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_avg_impact,Normalized Average Impact,all,300,-0.0373063826047795,0.17036357750462727,-0.05734298841963479,0.95,-0.0564837136897752,-0.0189484620057486
Flash Crash,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_recovered_only,Recovery Steps,recovered_only,243,157.2880658436214,132.20107142810699,101.0,0.95,141.82705761316873,173.6756172839506
Dealer Liquidity Crisis,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.9266666666666666,0.2611184245913959,1.0,0.95,0.8966666666666666,0.9533333333333334
Dealer Liquidity Crisis,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,89.44,67.85115324484558,73.0,0.95,82.25608333333332,97.42133333333332
Dealer Liquidity Crisis,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_auc_abs,Normalized AUC,all,300,0.13931321212239606,0.05564024922339387,0.1285020897245927,0.95,0.13364047431439222,0.1458022990817248
Dealer Liquidity Crisis,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_avg_impact,Normalized Average Impact,all,300,0.0067955907592282296,0.082861685637101,-0.0016729547863551728,0.95,-0.0020133351245966713,0.017056586445686184
Dealer Liquidity Crisis,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_recovered_only,Recovery Steps,recovered_only,278,93.28776978417267,68.9345678983039,75.0,0.95,85.52311151079137,101.59505395683452
Dealer Liquidity Crisis,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.98,0.14023391829177734,1.0,0.95,0.9633333333333334,0.9933333333333333
Dealer Liquidity Crisis,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,81.39333333333333,47.84183762125801,68.0,0.95,76.07,87.05691666666667
Dealer Liquidity Crisis,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_auc_abs,Normalized AUC,all,300,0.12048105261447546,0.027356768632027285,0.11516547536046617,0.95,0.11759102949281568,0.12379988175663466
Dealer Liquidity Crisis,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_avg_impact,Normalized Average Impact,all,300,0.02189543337345081,0.06150984454453057,0.018074533477078367,0.95,0.01486257751084243,0.028666552131638594
Dealer Liquidity Crisis,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_recovered_only,Recovery Steps,recovered_only,294,82.0204081632653,48.082263038936325,68.0,0.95,76.62840136054422,87.70161564625849
Funding Liquidity Shock,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.8233333333333334,0.38202359741972386,1.0,0.95,0.78,0.8633333333333333
Funding Liquidity Shock,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,127.15333333333334,110.32255758121163,89.0,0.95,114.32525,139.73983333333334
Funding Liquidity Shock,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_auc_abs,Normalized AUC,all,300,0.24458071428598885,0.09299480522844622,0.22601407047521127,0.95,0.2345422955905378,0.2557129589000654
Funding Liquidity Shock,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_avg_impact,Normalized Average Impact,all,300,-0.06460472829916852,0.19499588028129358,-0.06697257898127844,0.95,-0.08648228809958404,-0.04322635484137363
Funding Liquidity Shock,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_recovered_only,Recovery Steps,recovered_only,247,146.251012145749,112.27015250403974,102.0,0.95,132.42439271255063,160.4075910931174
Funding Liquidity Shock,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.9066666666666666,0.29138503682901834,1.0,0.95,0.8733333333333333,0.9366666666666666
Funding Liquidity Shock,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,119.63,101.52677176299552,84.5,0.95,109.02308333333335,131.15008333333333
Funding Liquidity Shock,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_auc_abs,Normalized AUC,all,300,0.20991338715444438,0.08782848267011185,0.19169263828182392,0.95,0.1999925464500724,0.21997596317375168
Funding Liquidity Shock,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,normalized_avg_impact,Normalized Average Impact,all,300,-0.02080746056715686,0.1883785439711253,-0.000460060335439709,0.95,-0.041404016745750456,-0.0003213788086096458
Funding Liquidity Shock,without_amm,Without AMM,0,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_recovered_only,Recovery Steps,recovered_only,272,127.73897058823529,103.10447656738913,88.5,0.95,116.75974264705883,140.11268382352938
High-Vol Stress,with_amm,With AMM,1,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.84,0.3672185974698983,1.0,0.95,0.8,0.88
